booking_id,customer_id,driver_id,city,booking_date,day_of_week,weekend_flag,category,distance_km,trip_type,airport_flag,base_fare,per_km_rate,surge_multiplier,surge_reason,total_trip_cost,driver_earning,company_revenue,ride_status,cancellation_reason,payment_type,customer_rating,weather_condition,traffic_level,holiday_flag,booking_time,waiting_time,trip_duration_min
B1455,C480,D138,Bangalore,2025-03-09,Sunday,1,SUV,1.41,Short,1,100.00,20.00,1.97,"Peak Hour",252.55,189.41,63.14,Completed,"Not Cancelled",UPI,3.6,Rain,High,0,13:24:16,00:11:00,00:05:01
B1238,C197,D88,Delhi,2025-03-11,Tuesday,0,Auto,9.40,Medium,0,30.00,8.00,1.57,Traffic,165.16,123.87,41.29,Completed,"Not Cancelled",Card,3.8,Storm,High,0,22:38:49,00:15:00,00:28:09
B366,C74,D277,Mumbai,2025-02-18,Tuesday,0,Auto,24.90,Long,1,30.00,8.00,1.70,Holiday,389.64,292.23,97.41,Completed,"Not Cancelled",UPI,4.0,Clear,Low,1,12:33:30,00:12:00,01:02:40
B1481,C322,D250,Chennai,2025-02-08,Saturday,1,SUV,21.32,Long,1,100.00,20.00,1.43,"Peak Hour",752.75,564.56,188.19,Completed,"Not Cancelled",Cash,3.2,Clear,Low,0,09:23:53,00:12:00,01:12:52
B381,C88,D176,Bangalore,2025-01-18,Saturday,1,Prime,16.17,Long,0,60.00,15.00,1.31,"Peak Hour",396.34,297.25,99.08,Completed,"Not Cancelled",Card,3.9,Clear,Low,0,14:11:35,00:09:00,01:03:53
B1462,C330,D185,Delhi,2025-01-26,Sunday,1,Prime,21.14,Long,1,60.00,15.00,1.54,"Peak Hour",580.73,435.55,145.18,Completed,"Not Cancelled",Wallet,3.1,Rain,High,0,00:02:57,00:08:00,00:55:49
B148,C185,D55,Hyderabad,2025-01-24,Friday,0,SUV,3.06,Medium,0,100.00,20.00,1.63,Rain,262.76,197.07,65.69,Completed,"Not Cancelled",Cash,3.8,Rain,Low,0,21:13:09,00:13:00,00:09:55
B951,C181,D91,Mumbai,2025-02-04,Tuesday,0,Mini,19.36,Long,1,40.00,10.00,1.00,None,233.60,175.20,58.40,Completed,"Not Cancelled",UPI,4.6,Clear,Medium,0,05:03:07,00:07:00,00:51:47
B186,C32,D223,Bangalore,2025-01-19,Sunday,1,Auto,3.23,Medium,1,30.00,8.00,1.63,Holiday,91.02,68.27,22.75,Completed,"Not Cancelled",UPI,4.2,Rain,Medium,1,22:34:40,00:03:00,00:12:25
B926,C445,D246,Hyderabad,2025-02-17,Monday,0,Auto,12.16,Long,1,30.00,8.00,1.00,None,127.28,95.46,31.82,Completed,"Not Cancelled",Card,4.9,Clear,Low,0,01:31:00,00:02:00,00:33:43
B288,C446,D277,Chennai,2025-02-09,Sunday,1,Prime,18.70,Long,0,60.00,15.00,1.76,"Peak Hour",599.28,449.46,149.82,Completed,"Not Cancelled",Wallet,3.9,Clear,High,0,07:06:47,00:09:00,00:53:58
B1573,C36,D190,Hyderabad,2025-03-07,Friday,0,Prime,4.78,Medium,0,60.00,15.00,1.00,None,131.70,98.77,32.92,Completed,"Not Cancelled",UPI,3.5,Clear,Medium,0,10:12:52,00:05:00,00:17:27
B1310,C439,D67,Chennai,2025-03-27,Thursday,0,SUV,11.87,Long,1,100.00,20.00,1.41,Rain,475.73,356.80,118.93,Completed,"Not Cancelled",Cash,4.9,Rain,Medium,0,05:55:32,00:08:00,00:23:50
B1638,C88,D66,Delhi,2025-02-19,Wednesday,0,Prime,7.72,Medium,1,60.00,15.00,1.00,None,175.80,131.85,43.95,Completed,"Not Cancelled",UPI,4.1,Clear,Medium,0,10:24:34,00:03:00,00:16:07
B1023,C461,D208,Delhi,2025-03-15,Saturday,1,Mini,12.83,Long,1,40.00,10.00,1.63,"Peak Hour",274.33,205.75,68.58,Cancelled_Customer,"No Show",UPI,0.0,Clear,High,0,14:20:21,00:05:00,00:43:41
B1317,C305,D229,Delhi,2025-01-31,Friday,0,Prime,3.41,Medium,1,60.00,15.00,1.00,None,111.15,83.36,27.79,Cancelled_Driver,"Changed Plan",Cash,0.0,Clear,Low,0,15:42:28,00:03:00,00:11:48
B757,C488,D190,Hyderabad,2025-01-25,Saturday,1,Mini,15.85,Long,0,40.00,10.00,1.75,Holiday,347.38,260.53,86.84,Completed,"Not Cancelled",Wallet,4.4,Clear,Medium,1,20:04:40,00:09:00,00:36:05
B1117,C24,D224,Mumbai,2025-01-03,Friday,0,SUV,22.98,Long,1,100.00,20.00,1.61,Traffic,900.96,675.72,225.24,Completed,"Not Cancelled",Wallet,4.8,Storm,High,0,14:03:07,00:02:00,00:46:07
B943,C214,D20,Hyderabad,2025-02-02,Sunday,1,Mini,12.69,Long,0,40.00,10.00,1.40,"Peak Hour",233.66,175.25,58.41,Completed,"Not Cancelled",Card,4.4,Clear,Low,0,13:36:44,00:05:00,00:50:28
B904,C275,D168,Chennai,2025-03-13,Thursday,0,Prime,19.55,Long,1,60.00,15.00,1.00,None,353.25,264.94,88.31,Cancelled_Customer,"High Fare",Wallet,0.0,Clear,Medium,0,02:14:33,00:15:00,00:40:40
B949,C150,D132,Mumbai,2025-01-23,Thursday,0,Prime,1.34,Short,1,60.00,15.00,1.39,Traffic,111.34,83.50,27.84,Completed,"Not Cancelled",UPI,3.3,Clear,High,0,17:18:37,00:06:00,00:03:50
B361,C470,D273,Chennai,2025-02-18,Tuesday,0,SUV,12.39,Long,1,100.00,20.00,1.77,Traffic,615.61,461.71,153.90,Cancelled_Driver,"Driver Late",Wallet,0.0,Clear,High,0,21:49:43,00:03:00,00:28:23
B466,C330,D106,Delhi,2025-02-21,Friday,0,Auto,18.32,Long,1,30.00,8.00,1.00,None,176.56,132.42,44.14,Cancelled_Driver,"No Show",Wallet,0.0,Clear,Low,0,21:03:24,00:09:00,00:48:08
B1588,C395,D214,Mumbai,2025-03-11,Tuesday,0,Prime,16.00,Long,0,60.00,15.00,1.00,None,300.00,225.00,75.00,Completed,"Not Cancelled",UPI,3.2,Clear,Low,0,19:25:45,00:08:00,00:33:37
B251,C382,D300,Hyderabad,2025-02-03,Monday,0,SUV,11.83,Long,1,100.00,20.00,1.00,None,336.60,252.45,84.15,Completed,"Not Cancelled",Cash,3.1,Clear,Medium,0,13:33:22,00:11:00,00:33:14
B1620,C61,D55,Chennai,2025-03-08,Saturday,1,Prime,16.53,Long,1,60.00,15.00,1.78,"Peak Hour",548.15,411.11,137.04,Completed,"Not Cancelled",Cash,4.0,Clear,High,0,22:12:53,00:11:00,00:41:17
B620,C4,D192,Bangalore,2025-03-12,Wednesday,0,Mini,5.69,Medium,0,40.00,10.00,1.94,Traffic,187.99,140.99,47.00,Completed,"Not Cancelled",Card,4.5,Clear,High,0,12:18:22,00:14:00,00:16:43
B1493,C192,D258,Hyderabad,2025-01-18,Saturday,1,Mini,7.95,Medium,1,40.00,10.00,1.24,"Peak Hour",148.18,111.14,37.05,Completed,"Not Cancelled",Cash,4.1,Clear,Medium,0,22:47:13,00:13:00,00:25:10
B837,C199,D291,Hyderabad,2025-02-22,Saturday,1,Mini,15.85,Long,1,40.00,10.00,1.29,"Peak Hour",256.06,192.05,64.02,Completed,"Not Cancelled",UPI,3.1,Clear,Low,0,16:02:42,00:11:00,00:37:05
B1426,C496,D238,Chennai,2025-03-14,Friday,0,Auto,6.55,Medium,0,30.00,8.00,1.00,None,82.40,61.80,20.60,Completed,"Not Cancelled",Wallet,3.3,Storm,Low,0,14:36:37,00:02:00,00:14:34
B1041,C14,D70,Hyderabad,2025-03-17,Monday,0,Auto,20.12,Long,1,30.00,8.00,2.41,Holiday,460.21,345.16,115.05,Cancelled_Driver,"No Show",Cash,0.0,Clear,Low,1,13:17:23,00:07:00,00:53:01
B1030,C200,D196,Delhi,2025-03-24,Monday,0,Auto,17.36,Long,0,30.00,8.00,1.92,Traffic,324.25,243.19,81.06,Completed,"Not Cancelled",Card,3.7,Rain,High,0,17:18:25,00:15:00,00:34:44
B1287,C453,D39,Mumbai,2025-03-01,Saturday,1,SUV,3.15,Medium,0,100.00,20.00,1.53,"Peak Hour",249.39,187.04,62.35,Completed,"Not Cancelled",Wallet,4.0,Rain,Low,0,06:23:03,00:13:00,00:11:02
B529,C121,D260,Hyderabad,2025-01-24,Friday,0,Mini,2.55,Short,0,40.00,10.00,1.67,Holiday,109.38,82.03,27.34,Completed,"Not Cancelled",Wallet,4.9,Clear,High,1,14:05:20,00:14:00,00:07:37
B84,C366,D44,Delhi,2025-03-01,Saturday,1,Mini,11.79,Long,0,40.00,10.00,1.22,"Peak Hour",192.64,144.48,48.16,Completed,"Not Cancelled",UPI,3.7,Clear,Medium,0,18:23:59,00:15:00,00:42:41
B1241,C211,D237,Bangalore,2025-02-09,Sunday,1,SUV,7.12,Medium,1,100.00,20.00,1.52,"Peak Hour",368.45,276.34,92.11,Completed,"Not Cancelled",Card,3.6,Clear,Low,0,21:05:22,00:15:00,00:19:15
B141,C342,D248,Mumbai,2025-01-10,Friday,0,Mini,19.34,Long,0,40.00,10.00,1.00,None,233.40,175.05,58.35,Completed,"Not Cancelled",Cash,4.2,Clear,Low,0,21:34:28,00:02:00,00:54:38
B1107,C118,D157,Hyderabad,2025-03-23,Sunday,1,Mini,10.28,Long,0,40.00,10.00,1.31,"Peak Hour",187.07,140.30,46.77,Cancelled_Customer,"High Fare",Cash,0.0,Clear,Medium,0,06:04:39,00:15:00,00:41:00
B1231,C203,D97,Hyderabad,2025-02-25,Tuesday,0,SUV,1.50,Short,0,100.00,20.00,1.32,Rain,171.60,128.70,42.90,Completed,"Not Cancelled",Cash,3.4,Rain,Low,0,13:36:22,00:07:00,00:05:04
B414,C378,D28,Hyderabad,2025-03-27,Thursday,0,SUV,24.70,Long,0,100.00,20.00,1.50,Rain,891.00,668.25,222.75,Completed,"Not Cancelled",Wallet,3.1,Rain,Low,0,19:17:41,00:04:00,01:14:40
B576,C325,D77,Bangalore,2025-02-03,Monday,0,Prime,16.99,Long,1,60.00,15.00,1.50,Traffic,472.27,354.20,118.07,Cancelled_Driver,Other,Cash,0.0,Rain,High,0,22:11:19,00:12:00,00:48:34
B347,C223,D291,Chennai,2025-02-21,Friday,0,SUV,6.73,Medium,0,100.00,20.00,1.00,None,234.60,175.95,58.65,Completed,"Not Cancelled",UPI,3.9,Storm,Medium,0,18:18:28,00:11:00,00:16:44
B301,C17,D104,Hyderabad,2025-03-12,Wednesday,0,Auto,8.74,Medium,0,30.00,8.00,1.00,None,99.92,74.94,24.98,Cancelled_Driver,"Changed Plan",Wallet,0.0,Clear,Medium,0,04:12:18,00:15:00,00:28:41
B1689,C377,D53,Bangalore,2025-02-03,Monday,0,Prime,8.48,Medium,1,60.00,15.00,1.00,None,187.20,140.40,46.80,Completed,"Not Cancelled",Cash,4.7,Clear,Medium,0,04:42:41,00:02:00,00:19:37
B200,C86,D212,Mumbai,2025-02-27,Thursday,0,Auto,6.03,Medium,1,30.00,8.00,1.00,None,78.24,58.68,19.56,Completed,"Not Cancelled",Wallet,3.8,Clear,Low,0,00:08:30,00:13:00,00:20:25
B1506,C331,D215,Bangalore,2025-02-01,Saturday,1,Auto,5.86,Medium,1,30.00,8.00,1.34,"Peak Hour",103.02,77.27,25.75,Completed,"Not Cancelled",UPI,3.9,Clear,Medium,0,04:43:12,00:12:00,00:22:23
B589,C68,D128,Hyderabad,2025-01-13,Monday,0,Prime,18.44,Long,0,60.00,15.00,1.00,None,336.60,252.45,84.15,Completed,"Not Cancelled",Card,4.9,Clear,Low,0,23:05:36,00:12:00,01:06:41
B49,C300,D224,Mumbai,2025-01-30,Thursday,0,Mini,24.99,Long,1,40.00,10.00,1.66,Traffic,481.23,360.92,120.31,Completed,"Not Cancelled",Cash,3.4,Clear,High,0,21:59:26,00:06:00,01:23:35
B1369,C469,D101,Mumbai,2025-03-24,Monday,0,Auto,7.79,Medium,1,30.00,8.00,1.57,Traffic,144.94,108.70,36.23,Completed,"Not Cancelled",UPI,3.6,Clear,High,0,19:40:38,00:15:00,00:17:02
B558,C484,D1,Bangalore,2025-03-25,Tuesday,0,Mini,14.50,Long,0,40.00,10.00,1.00,None,185.00,138.75,46.25,Cancelled_Driver,"Changed Plan",Card,0.0,Clear,Low,0,05:49:08,00:08:00,00:53:41
B807,C332,D226,Mumbai,2025-03-17,Monday,0,Mini,14.82,Long,0,40.00,10.00,1.92,Holiday,361.34,271.00,90.33,Completed,"Not Cancelled",Cash,3.1,Clear,Medium,1,20:13:34,00:13:00,00:33:07
B85,C332,D172,Hyderabad,2025-01-06,Monday,0,SUV,24.78,Long,0,100.00,20.00,1.84,Traffic,1095.90,821.93,273.98,Completed,"Not Cancelled",Card,4.6,Clear,High,0,07:07:23,00:02:00,01:15:32
B1386,C195,D92,Hyderabad,2025-03-28,Friday,0,Auto,8.26,Medium,0,30.00,8.00,1.00,None,96.08,72.06,24.02,Cancelled_Driver,"No Show",Card,0.0,Clear,Medium,0,07:02:31,00:02:00,00:32:52
B1340,C85,D30,Chennai,2025-01-23,Thursday,0,Prime,12.57,Long,0,60.00,15.00,1.72,Traffic,427.51,320.63,106.88,Cancelled_Driver,"Driver Late",UPI,0.0,Rain,High,0,05:05:58,00:08:00,00:27:49
B810,C196,D104,Chennai,2025-01-12,Sunday,1,Auto,15.79,Long,0,30.00,8.00,1.91,Holiday,298.57,223.93,74.64,Completed,"Not Cancelled",Wallet,3.4,Clear,Medium,1,10:09:30,00:12:00,00:54:56
B1518,C106,D279,Mumbai,2025-01-08,Wednesday,0,Auto,5.74,Medium,1,30.00,8.00,1.00,None,75.92,56.94,18.98,Cancelled_Driver,Other,Cash,0.0,Clear,Medium,0,06:55:49,00:03:00,00:16:22
B1147,C202,D228,Bangalore,2025-03-28,Friday,0,Auto,6.86,Medium,1,30.00,8.00,1.00,None,84.88,63.66,21.22,Cancelled_Customer,"Driver Late",UPI,0.0,Clear,Low,0,01:49:07,00:08:00,00:22:28
B1236,C86,D4,Delhi,2025-02-11,Tuesday,0,Mini,10.75,Long,1,40.00,10.00,1.00,None,147.50,110.62,36.88,Completed,"Not Cancelled",Cash,4.7,Clear,Medium,0,22:25:22,00:07:00,00:40:46
B1207,C418,D287,Delhi,2025-03-01,Saturday,1,Prime,24.85,Long,1,60.00,15.00,1.53,"Peak Hour",662.11,496.58,165.53,Cancelled_Driver,"Changed Plan",Card,0.0,Clear,Low,0,08:31:31,00:04:00,01:04:43
B905,C33,D129,Chennai,2025-03-07,Friday,0,SUV,19.18,Long,0,100.00,20.00,1.00,None,483.60,362.70,120.90,Completed,"Not Cancelled",Card,4.2,Clear,Low,0,15:47:44,00:10:00,01:10:34
B1678,C418,D158,Delhi,2025-02-22,Saturday,1,Mini,16.15,Long,0,40.00,10.00,1.71,"Peak Hour",344.56,258.42,86.14,Completed,"Not Cancelled",Card,4.5,Rain,Low,0,13:38:22,00:02:00,01:01:52
B737,C498,D291,Bangalore,2025-02-23,Sunday,1,Auto,23.90,Long,0,30.00,8.00,1.44,"Peak Hour",318.53,238.90,79.63,Completed,"Not Cancelled",UPI,3.4,Clear,Low,0,13:50:07,00:10:00,01:06:58
B1038,C91,D234,Mumbai,2025-02-10,Monday,0,Mini,24.04,Long,0,40.00,10.00,1.77,Rain,496.31,372.23,124.08,Completed,"Not Cancelled",Cash,4.6,Rain,Medium,0,01:55:44,00:02:00,01:00:52
B1308,C46,D171,Bangalore,2025-02-18,Tuesday,0,Mini,24.30,Long,0,40.00,10.00,1.74,Traffic,492.42,369.31,123.11,Completed,"Not Cancelled",Cash,3.2,Rain,High,0,23:36:03,00:02:00,01:03:27
B1798,C134,D199,Mumbai,2025-01-07,Tuesday,0,SUV,23.86,Long,1,100.00,20.00,2.11,Holiday,1217.89,913.42,304.47,Completed,"Not Cancelled",Card,4.8,Clear,Low,1,12:31:16,00:09:00,01:12:33
B1762,C155,D68,Chennai,2025-01-15,Wednesday,0,Mini,7.14,Medium,1,40.00,10.00,1.00,None,111.40,83.55,27.85,Completed,"Not Cancelled",Card,3.8,Storm,Medium,0,18:29:56,00:09:00,00:19:27
B706,C205,D134,Hyderabad,2025-02-04,Tuesday,0,Prime,22.36,Long,0,60.00,15.00,1.00,None,395.40,296.55,98.85,Completed,"Not Cancelled",Card,3.9,Clear,Medium,0,16:13:11,00:14:00,01:19:44
B469,C298,D290,Delhi,2025-02-17,Monday,0,Auto,3.97,Medium,0,30.00,8.00,1.00,None,61.76,46.32,15.44,Completed,"Not Cancelled",UPI,4.6,Clear,Medium,0,08:43:34,00:05:00,00:13:57
B1056,C142,D262,Bangalore,2025-01-21,Tuesday,0,Mini,1.55,Short,0,40.00,10.00,1.41,Rain,78.25,58.69,19.56,Completed,"Not Cancelled",Cash,3.4,Rain,Medium,0,06:41:31,00:06:00,00:03:34
B330,C322,D286,Bangalore,2025-03-19,Wednesday,0,Prime,6.20,Medium,1,60.00,15.00,1.00,None,153.00,114.75,38.25,Completed,"Not Cancelled",Cash,3.6,Clear,Low,0,15:50:39,00:10:00,00:20:35
B1680,C205,D197,Delhi,2025-02-09,Sunday,1,Auto,12.29,Long,0,30.00,8.00,1.64,"Peak Hour",210.44,157.83,52.61,Completed,"Not Cancelled",UPI,4.2,Clear,High,0,23:32:07,00:13:00,00:35:02
B73,C222,D50,Chennai,2025-02-28,Friday,0,SUV,18.51,Long,1,100.00,20.00,1.75,Rain,822.85,617.14,205.71,Completed,"Not Cancelled",UPI,3.2,Rain,Medium,0,12:02:34,00:15:00,00:48:35
B1051,C435,D299,Mumbai,2025-02-20,Thursday,0,Prime,23.61,Long,1,60.00,15.00,2.22,Holiday,919.41,689.56,229.85,Completed,"Not Cancelled",Cash,4.2,Rain,Medium,1,09:01:03,00:09:00,01:14:11
B716,C454,D218,Mumbai,2025-01-14,Tuesday,0,Mini,10.02,Long,0,40.00,10.00,1.00,None,140.20,105.15,35.05,Cancelled_Customer,"Driver Late",UPI,0.0,Clear,Low,0,13:57:48,00:02:00,00:35:13
B156,C13,D248,Hyderabad,2025-01-14,Tuesday,0,Mini,7.21,Medium,0,40.00,10.00,1.00,None,112.10,84.07,28.02,Completed,"Not Cancelled",Card,3.3,Clear,Medium,0,00:40:54,00:10:00,00:21:47
B1575,C450,D257,Chennai,2025-01-02,Thursday,0,SUV,19.37,Long,0,100.00,20.00,1.94,Traffic,945.56,709.17,236.39,Cancelled_Driver,"Driver Late",UPI,0.0,Storm,High,0,20:28:52,00:03:00,00:47:25
B942,C359,D95,Hyderabad,2025-02-02,Sunday,1,Prime,20.50,Long,1,60.00,15.00,1.82,"Peak Hour",668.85,501.64,167.21,Completed,"Not Cancelled",UPI,4.1,Rain,High,0,12:44:26,00:14:00,01:00:00
B7,C271,D129,Delhi,2025-01-18,Saturday,1,SUV,3.18,Medium,0,100.00,20.00,1.44,"Peak Hour",235.58,176.69,58.90,Completed,"Not Cancelled",Cash,5.0,Clear,Low,0,16:16:47,00:11:00,00:06:40
B1727,C63,D237,Hyderabad,2025-03-30,Sunday,1,Auto,3.99,Medium,1,30.00,8.00,1.58,"Peak Hour",97.83,73.37,24.46,Completed,"Not Cancelled",UPI,3.8,Clear,High,0,07:21:13,00:14:00,00:10:46
B1132,C457,D152,Bangalore,2025-01-28,Tuesday,0,Mini,1.85,Short,0,40.00,10.00,1.00,None,58.50,43.88,14.62,Completed,"Not Cancelled",Card,3.1,Clear,Medium,0,23:48:46,00:04:00,00:04:56
B773,C393,D203,Bangalore,2025-01-25,Saturday,1,Prime,6.12,Medium,1,60.00,15.00,1.76,"Peak Hour",267.17,200.38,66.79,Completed,"Not Cancelled",UPI,3.3,Rain,Medium,0,03:21:15,00:07:00,00:18:23
B1263,C340,D38,Bangalore,2025-03-23,Sunday,1,Auto,19.10,Long,0,30.00,8.00,1.46,"Peak Hour",266.89,200.17,66.72,Completed,"Not Cancelled",Card,4.3,Rain,Low,0,22:19:30,00:11:00,00:43:02
B833,C266,D19,Mumbai,2025-03-10,Monday,0,Auto,21.53,Long,0,30.00,8.00,1.36,Traffic,275.05,206.29,68.76,Cancelled_Customer,"Changed Plan",Wallet,0.0,Clear,High,0,09:50:32,00:04:00,00:54:19
B1551,C326,D265,Chennai,2025-03-22,Saturday,1,SUV,5.91,Medium,0,100.00,20.00,1.43,"Peak Hour",312.03,234.02,78.01,Completed,"Not Cancelled",Card,3.8,Clear,Medium,0,15:57:58,00:04:00,00:14:44
B1361,C65,D300,Bangalore,2025-03-09,Sunday,1,Prime,20.91,Long,1,60.00,15.00,1.44,"Peak Hour",538.06,403.54,134.51,Completed,"Not Cancelled",Card,3.8,Rain,Medium,0,16:55:52,00:06:00,01:04:28
B72,C232,D117,Mumbai,2025-02-18,Tuesday,0,Auto,11.89,Long,0,30.00,8.00,1.73,Rain,216.46,162.34,54.12,Completed,"Not Cancelled",Card,3.4,Rain,Low,0,19:46:22,00:15:00,00:38:11
B484,C363,D232,Chennai,2025-02-08,Saturday,1,SUV,17.76,Long,1,100.00,20.00,1.68,"Peak Hour",764.74,573.56,191.19,Cancelled_Driver,"High Fare",UPI,0.0,Rain,Low,0,02:40:08,00:14:00,01:05:01
B1182,C150,D130,Bangalore,2025-01-17,Friday,0,Prime,24.51,Long,0,60.00,15.00,1.00,None,427.65,320.74,106.91,Completed,"Not Cancelled",Card,4.5,Clear,Low,0,04:33:51,00:03:00,01:36:17
B1380,C295,D144,Hyderabad,2025-03-27,Thursday,0,Mini,20.62,Long,0,40.00,10.00,1.00,None,246.20,184.65,61.55,Completed,"Not Cancelled",Cash,4.0,Clear,Low,0,06:20:16,00:15:00,01:00:40
B1432,C164,D236,Hyderabad,2025-02-01,Saturday,1,Auto,8.38,Medium,0,30.00,8.00,1.52,"Peak Hour",147.50,110.62,36.88,Completed,"Not Cancelled",Cash,4.2,Rain,High,0,18:26:48,00:09:00,00:26:16
B746,C326,D19,Delhi,2025-01-07,Tuesday,0,Auto,7.06,Medium,1,30.00,8.00,1.38,Rain,119.34,89.50,29.84,Completed,"Not Cancelled",Cash,3.6,Rain,Low,0,19:35:37,00:09:00,00:18:53
B1702,C267,D166,Bangalore,2025-03-27,Thursday,0,Mini,19.09,Long,0,40.00,10.00,1.00,None,230.90,173.18,57.73,Completed,"Not Cancelled",UPI,4.7,Clear,Low,0,14:50:45,00:06:00,01:01:41
B311,C358,D67,Bangalore,2025-02-25,Tuesday,0,SUV,4.55,Medium,1,100.00,20.00,1.00,None,191.00,143.25,47.75,Completed,"Not Cancelled",Wallet,3.9,Clear,Low,0,09:22:12,00:10:00,00:12:10
B293,C176,D216,Chennai,2025-01-07,Tuesday,0,Mini,5.46,Medium,1,40.00,10.00,1.00,None,94.60,70.95,23.65,Completed,"Not Cancelled",Wallet,4.0,Clear,Medium,0,17:13:36,00:02:00,00:12:02
B1240,C2,D284,Delhi,2025-02-26,Wednesday,0,SUV,4.43,Medium,1,100.00,20.00,1.61,Traffic,303.65,227.74,75.91,Completed,"Not Cancelled",Wallet,3.0,Clear,High,0,08:10:31,00:09:00,00:14:20
B1442,C153,D28,Bangalore,2025-01-31,Friday,0,Mini,9.04,Medium,1,40.00,10.00,1.00,None,130.40,97.80,32.60,Completed,"Not Cancelled",Wallet,4.6,Clear,Low,0,12:32:11,00:09:00,00:23:44
B266,C386,D61,Hyderabad,2025-01-30,Thursday,0,SUV,4.17,Medium,1,100.00,20.00,1.74,Rain,319.12,239.34,79.78,Completed,"Not Cancelled",Wallet,4.1,Rain,Medium,0,12:47:36,00:14:00,00:08:29
B1284,C196,D270,Mumbai,2025-03-05,Wednesday,0,Prime,5.45,Medium,0,60.00,15.00,1.00,None,141.75,106.31,35.44,Completed,"Not Cancelled",Cash,3.4,Clear,Low,0,09:05:45,00:02:00,00:11:03
B1408,C317,D162,Mumbai,2025-01-01,Wednesday,0,Prime,20.09,Long,1,60.00,15.00,1.00,None,361.35,271.01,90.34,Completed,"Not Cancelled",Cash,4.0,Clear,Low,0,09:50:14,00:05:00,00:52:32
B1348,C473,D53,Delhi,2025-01-01,Wednesday,0,SUV,8.23,Medium,1,100.00,20.00,1.32,Traffic,349.27,261.95,87.32,Completed,"Not Cancelled",UPI,4.3,Storm,High,0,16:57:12,00:02:00,00:16:31
B999,C253,D203,Mumbai,2025-01-12,Sunday,1,Mini,17.69,Long,1,40.00,10.00,1.87,Holiday,405.60,304.20,101.40,Completed,"Not Cancelled",Wallet,3.7,Clear,Medium,1,08:04:35,00:14:00,01:05:43
B1601,C377,D148,Hyderabad,2025-01-03,Friday,0,Auto,19.85,Long,1,30.00,8.00,1.00,None,188.80,141.60,47.20,Completed,"Not Cancelled",Card,4.9,Clear,Medium,0,04:52:12,00:09:00,01:15:37
B927,C191,D13,Mumbai,2025-02-12,Wednesday,0,Auto,23.13,Long,0,30.00,8.00,1.00,None,215.04,161.28,53.76,Completed,"Not Cancelled",Wallet,4.3,Clear,Medium,0,06:07:18,00:05:00,00:53:56
B1221,C9,D215,Hyderabad,2025-01-21,Tuesday,0,Auto,10.94,Long,1,30.00,8.00,1.00,None,117.52,88.14,29.38,Completed,"Not Cancelled",Wallet,4.1,Storm,Medium,0,19:20:37,00:07:00,00:27:44
B1394,C42,D92,Hyderabad,2025-02-04,Tuesday,0,Auto,20.27,Long,0,30.00,8.00,1.00,None,192.16,144.12,48.04,Cancelled_Customer,"No Show",Card,0.0,Clear,Medium,0,06:08:42,00:02:00,00:56:01
B313,C23,D120,Bangalore,2025-02-14,Friday,0,Auto,9.27,Medium,1,30.00,8.00,1.00,None,104.16,78.12,26.04,Completed,"Not Cancelled",Card,3.3,Clear,Medium,0,06:04:00,00:11:00,00:30:41
B1205,C337,D203,Delhi,2025-01-25,Saturday,1,SUV,8.03,Medium,0,100.00,20.00,1.47,"Peak Hour",383.08,287.31,95.77,Completed,"Not Cancelled",Cash,4.3,Rain,Low,0,09:06:59,00:13:00,00:20:19
B562,C186,D171,Chennai,2025-02-10,Monday,0,SUV,1.62,Short,0,100.00,20.00,1.00,None,132.40,99.30,33.10,Completed,"Not Cancelled",UPI,4.3,Clear,Medium,0,13:17:12,00:07:00,00:05:12
B1321,C428,D80,Bangalore,2025-03-02,Sunday,1,SUV,15.37,Long,0,100.00,20.00,1.48,"Peak Hour",602.95,452.21,150.74,Completed,"Not Cancelled",UPI,3.9,Clear,High,0,04:18:12,00:11:00,00:32:28
B1629,C368,D52,Hyderabad,2025-02-01,Saturday,1,SUV,15.41,Long,1,100.00,20.00,1.22,"Peak Hour",498.00,373.50,124.50,Completed,"Not Cancelled",Wallet,3.5,Clear,Medium,0,23:08:47,00:03:00,00:45:11
B800,C1,D39,Chennai,2025-01-26,Sunday,1,Mini,24.02,Long,1,40.00,10.00,1.39,"Peak Hour",389.48,292.11,97.37,Completed,"Not Cancelled",Card,4.9,Clear,Medium,0,08:58:05,00:13:00,01:33:38
B614,C458,D102,Hyderabad,2025-02-08,Saturday,1,Prime,9.38,Medium,1,60.00,15.00,2.07,Holiday,415.45,311.59,103.86,Cancelled_Customer,Other,UPI,0.0,Clear,High,1,05:03:12,00:14:00,00:26:37
B1695,C363,D45,Hyderabad,2025-01-22,Wednesday,0,SUV,21.06,Long,1,100.00,20.00,1.00,None,521.20,390.90,130.30,Completed,"Not Cancelled",Cash,4.6,Storm,Low,0,20:18:59,00:11:00,01:06:04
B1001,C419,D221,Delhi,2025-01-20,Monday,0,SUV,2.74,Short,0,100.00,20.00,1.00,None,154.80,116.10,38.70,Cancelled_Customer,"High Fare",UPI,0.0,Clear,Low,0,21:31:31,00:02:00,00:10:38
B602,C172,D15,Bangalore,2025-03-30,Sunday,1,SUV,8.52,Medium,1,100.00,20.00,1.44,"Peak Hour",389.38,292.03,97.34,Completed,"Not Cancelled",Card,4.6,Clear,High,0,14:22:58,00:11:00,00:27:59
